Time of the day,Hour of Time,Mode,Stop Name,Avg. Delay Seconds
Afternoon,15,T,LEOPOLD III,98.023498695
Afternoon,15,T,LEOPOLD II,93.544278607
Afternoon,15,T,LENOIR,70.227863046
Afternoon,15,T,LEMONNIER,81.632285412
Afternoon,15,T,LEKAERTS,140.133522727
Afternoon,15,T,LEGRAND,85.573226545
Afternoon,15,T,LEFRANCQ,73.227272727
Afternoon,15,T,LANCASTER,109.419354839
Afternoon,15,T,LA CHASSE,72.846153846
Afternoon,15,T,KEYENBEMPT,91.269480519
Afternoon,15,T,KARREVELD,69.963222417
Afternoon,15,T,JULES DE TROOZ,91.440898345
Afternoon,15,T,JULES CESAR,86.869375907
Afternoon,15,T,JUBILE,104.425824176
Afternoon,15,T,JOSEPH BAECK,72.380832282
Afternoon,15,T,JEANNE HERREMAN,74.153301887
Afternoon,15,T,JEANNE,88.491666667
Afternoon,15,T,JANSON,93.978752570
Afternoon,15,T,JACOBS FONTAINE,98.962025316
Afternoon,15,T,IMPRIMERIE,81.507894737
Afternoon,15,T,HUNDERENVELD,70.855743544
Afternoon,15,T,HORTA,84.529373368
Afternoon,15,T,HOPITAL BRUGMANN,79.089985486
Afternoon,15,T,HOP. PAUL BRIEN,85.528301887
Afternoon,15,T,HIPPOD. BOITSFORT,80.673300166
Afternoon,15,T,HEYSEL,72.165077036
Afternoon,15,T,HERRMANN-DEBROUX,95.947666195
Afternoon,15,T,HEROS,83.948021264
Afternoon,15,T,HELMET,57.062162162
Afternoon,15,T,HELIOTROPES,83.970873786
Afternoon,15,T,HEEMBEEK,74.273789649
Afternoon,15,T,GUILLAUME TELL,64.372727273
Afternoon,15,T,GUILL. DE GREEF,66.730897010
Afternoon,15,T,GRAND'ROUTE,88.510460251
Afternoon,15,T,GOSSART,82.580281690
Afternoon,15,T,GOFFIN,65.017673049
Afternoon,15,T,GLOBE,82.835195531
Afternoon,15,T,GJ MARTIN,96.802798982
Afternoon,15,T,GILLON,83.034732272
Afternoon,15,T,GERMOIR,73.988795518
Afternoon,15,T,GEORGES HENRI,89.621928166
Afternoon,15,T,GENOT,70.746059545
Afternoon,15,T,GARE DU NORD,87.516504854
Afternoon,15,T,GARE DU MIDI,81.384361233
Afternoon,15,T,GARE DE SAINT-JOB,95.017811705
Afternoon,15,T,GARE DE L'OUEST,74.600728155
Afternoon,15,T,GARE DE JETTE,69.2525
Afternoon,15,T,GARE DE BERCHEM,101.051383399
Afternoon,15,T,GALLAIT,83.974489796
Afternoon,15,T,FUSEE,122.434375
Afternoon,15,T,FRANS HALS,68.627118644
Afternoon,15,T,FOYER SCHAERBEEK.,46.795833333
Afternoon,15,T,FOYER JETTOIS,85.763546798
Afternoon,15,T,FORT-JACO,54.077380952
Afternoon,15,T,FOREST CENTRE,92.436430318
Afternoon,15,T,FONSON,44.415
Afternoon,15,T,FLAGEY,67.835411471
Afternoon,15,T,FAUCONNERIE,87.241650295
Afternoon,15,T,FAIDER,111.492571429
Afternoon,15,T,EXPOSITION,78.516129032
Afternoon,15,T,EVERE SHOPPING,131.869090909
Afternoon,15,T,EUROCONTROL,194.303969022
Afternoon,15,T,ETTERBEEK GARE,91.403273810
Afternoon,15,T,ESPLANADE,98.865030675
Afternoon,15,T,ESCRIME,89.055299539
Afternoon,15,T,ERNEST SALU,54.377850163
Afternoon,15,T,ENGELAND,79.290109890
Afternoon,15,T,EMPAIN,80.720447284
Afternoon,15,T,EGLISE ST-ANTOINE,72.890070922
Afternoon,15,T,EGLANTIERS,89.587301587
Afternoon,15,T,EGIDE VAN OPHEM,77.651074589
Afternoon,15,T,DUCHESSE BRABANT,86.943942134
Afternoon,15,T,DROGENBOS,107.957617411
Afternoon,15,T,DREVE DES BRULES,112.334346505
Afternoon,15,T,DOUVRES,89.533582090
Afternoon,15,T,DOCKS BRUXSEL,85.081576535
Afternoon,15,T,DIEWEG,110.001776199
Afternoon,15,T,DIAMANT,88.784810127
Afternoon,15,T,DEMOLDER,90.450892857
Afternoon,15,T,DEMINEURS,74.335051546
Afternoon,15,T,DELLEUR,85.079696395
Afternoon,15,T,DEFACQZ,85.282371295
Afternoon,15,T,DE WAND,73.539009752
Afternoon,15,T,DE VILLALOBAR,89.767581475
Afternoon,15,T,DE BURBURE,85.409722222
Afternoon,15,T,DE BROUCKERE,95.040590406
Afternoon,15,T,DAUTZENBERG,62.772925764
Afternoon,15,T,DARWIN,113.286713287
Afternoon,15,T,DA VINCI,114.287804878
Afternoon,15,T,CUREGHEM,93.560553633
Afternoon,15,T,CREMATORIUM,85.983333333
Afternoon,15,T,CONSEIL,61.212218650
Afternoon,15,T,CONGRES,81.445989305
Afternoon,15,T,COMBAZ,99.235294118
Afternoon,15,T,COLLEGE S.-COEUR,62.868458274
Afternoon,15,T,COCCINELLES,86.162583519
Afternoon,15,T,CIM. DE MOLENBEEK,78.614439324
Afternoon,15,T,CIM. DE JETTE,70.060845070
Afternoon,15,T,CHURCHILL,83.309608541
Afternoon,15,T,CHIEN VERT,90.416445623
Afternoon,15,T,CHAZAL,79.918867925
Afternoon,15,T,CHATAIGNES,88.900398406
Afternoon,15,T,CAVELL,82.714801444
Afternoon,15,T,CARREFOUR STALLE,86.171579743
Afternoon,15,T,CAMBRE-ETOILE,85.927295918
Afternoon,15,T,BUYL,82.254310345
Afternoon,15,T,BUISSONNETS,73.392688679
Afternoon,15,T,BRUXELLOIS,80.252408478
Afternoon,15,T,BRUSSELSESTEENWEG,105.955654102
Afternoon,15,T,BROUSTIN,68.610639938
Afternoon,15,T,BRESIL,80.337078652
Afternoon,15,T,BOURSE,85.840840841
Afternoon,15,T,BOURGET,112.730769231
Afternoon,15,T,BOURDON,81.570719603
Afternoon,15,T,BOTANIQUE,86.239353891
Afternoon,15,T,BOSSAERT-BASILIQ.,60.760743322
Afternoon,15,T,BORDET STATION,45.515789474
Afternoon,15,T,BOONDAEL GARE,88.932692308
Afternoon,15,T,BOITSFORT GARE,81.796747967
Afternoon,15,T,BOILEAU,88.032
Afternoon,15,T,BOETENDAEL,82.711468225
Afternoon,15,T,BOCKSTAEL,92.900321543
Afternoon,15,T,BIENFAITEURS,123.322580645
Afternoon,15,T,BETHLEEM,61.625316456
Afternoon,15,T,BESME,65.956632653
Afternoon,15,T,BERTHELOT,100.827794562
Afternoon,15,T,BERKENDAEL,79.633138970
Afternoon,15,T,BERCHEM-SHOPPING,78.220843672
Afternoon,15,T,BEMPT,93.696329255
Afternoon,15,T,BELGICA,74.262962963
Afternoon,15,T,BEL-AIR,93.221122112
Afternoon,15,T,BASCULE,79.665079365
Afternoon,15,T,BARRIERE,82.414070352
Afternoon,15,T,BARA,59.651583710
Afternoon,15,T,BAN-EIK,108.286618445
Afternoon,15,T,BAILLI,71.953271028
Afternoon,15,T,AZUR,40.593533487
Afternoon,15,T,AVIATION,89.640429338
Afternoon,15,T,AVENUE DU ROI,74.056365403
Afternoon,15,T,AUDERGHEM-SHOP.,86.044628099
Afternoon,15,T,AUDERGHEM-FORET,103.24609375
Afternoon,15,T,ARTS ET METIERS,80.594984802
Afternoon,15,T,ARSENAL,92.224489796
Afternoon,15,T,ARBRE BALLON,82.417721519
Afternoon,15,T,ARAUCARIA,71.415204678
Afternoon,15,T,ANNEESSENS,85.071830986
Afternoon,15,T,ANCIENNE BARRIERE,76.983394834
Afternoon,15,T,AMITIE,86.424657534
Afternoon,15,T,ALPHONSE XIII,91.732095491
Afternoon,15,T,ALCYONS,72.576072822
Afternoon,15,T,ALBERT I,63.976401180
Afternoon,15,T,ALBERT,82.196458685
Afternoon,15,T,ACACIAS,84.164179104
Afternoon,15,T,ABBAYE,81.708284714
Afternoon,16,B,ZEPHYR,128.396825397
Afternoon,16,B,ZEECRABBE,112.815249267
Afternoon,16,B,ZAVELPUT,100.595469256
Afternoon,16,B,YSER,77.190510424
Afternoon,16,B,YSAYE,147.682119205
Afternoon,16,B,WTC,100.853718500
Afternoon,16,B,WOESTE,99.535483871
Afternoon,16,B,WITLOOF,97.243947858
Afternoon,16,B,WINTEROY,106.865168539
Afternoon,16,B,WILLEMYNS,93.544478528
Afternoon,16,B,WILLEBROEK,105.926729986
Afternoon,16,B,WIENER,90.939759036
Afternoon,16,B,WIELS,117.5625
Afternoon,16,B,WESTLAND SHOPPING,92.577973161
Afternoon,16,B,WERY,112.266897747
Afternoon,16,B,WAXWEILER,133.525333333
Afternoon,16,B,WAUTERS,114.913043478
Afternoon,16,B,WATERMAEL GARE,160.391608392
Afternoon,16,B,WATERLOO WILSON,81.954337900
Afternoon,16,B,WATERBURY,93.690909091
Afternoon,16,B,WASHINGTON,143.003120125
Afternoon,16,B,WAPPERS,134.819548872
Afternoon,16,B,WAGON,187.781021898
Afternoon,16,B,VTM,158.100418410
Afternoon,16,B,VOOT,83.515358362
Afternoon,16,B,VOLTAIRE,182.514285714
Afternoon,16,B,VOISINS,167.058823529
Afternoon,16,B,VOETBALCLUB,102.243589744
Afternoon,16,B,VLIERKENS,144.754646840
Afternoon,16,B,VLEURGAT,109.921357616
Afternoon,16,B,VIVIER D'OIE,102.688435374
Afternoon,16,B,VIOLETTES,182.114942529
Afternoon,16,B,VINCOTTE,93.391472868
Afternoon,16,B,VILVOORDE STATION,99.842142857
Afternoon,16,B,VILLON,82.624
Afternoon,16,B,VIGNETTE,139.26
Afternoon,16,B,VIEUX CHEMIN,164.410764873
Afternoon,16,B,VIER HUISKENS,168.862745098
Afternoon,16,B,VIER FONTEINEN,131.297297297
Afternoon,16,B,VICTOR HUGO,137.838596491
Afternoon,16,B,VICTOR ALLARD,122.480198020
Afternoon,16,B,VIADUC E40,70.869080780
Afternoon,16,B,VETERINAIRES,95.975903614
Afternoon,16,B,VETERANS COLON.,111.225589226
Afternoon,16,B,VERT CHASSEUR,153.828306265
Afternoon,16,B,VERSAILLES,140.841207349
Afternoon,16,B,VERREWINKEL,157.973684211
Afternoon,16,B,VERHEYLEWEGHEN,103.161596958
Afternoon,16,B,VERGOTE,132.754216867
Afternoon,16,B,VERGER,152.158682635
Afternoon,16,B,VERBOEKHOVEN,138.590863952
Afternoon,16,B,VERBEYST,118.890295359
Afternoon,16,B,VEEWEYDE,98.414084507
Afternoon,16,B,VARIA,118.528634361
Afternoon,16,B,VANNE,120.952959029
Afternoon,16,B,VANHUFFEL,141.881401617
Afternoon,16,B,VANHELLEMONT,46.412658228
Afternoon,16,B,VANDROMME,77.202772964
Afternoon,16,B,VANDERSTICHELEN,129.639534884
Afternoon,16,B,VANDER MEERSCHEN,115.145270270
Afternoon,16,B,VANDER ELST,94.738362761
Afternoon,16,B,VANDENHOVEN,83.482549317
Afternoon,16,B,VAN PRAET,134.959154930
Afternoon,16,B,VAN KALKEN,97.304433498
Afternoon,16,B,VAN EYCK,96.639606396
Afternoon,16,B,VAN BEVER,166.743682310
Afternoon,16,B,VAN BEETHOVEN,137.209090909
Afternoon,16,B,VALDUC,82.348370927
Afternoon,16,B,VAL MARIA,124.569407604
Afternoon,16,B,VAL DES SEIGNEURS,156.788659794
Afternoon,16,B,UZ-VUB,139.949402024
Afternoon,16,B,UZ-PEDIATRIE,116.336182336
Afternoon,16,B,UZ BRUSSEL,122.601789709
Afternoon,16,B,ULB,64.176842105
Afternoon,16,B,UCL SAINT-LUC,98.594202899
Afternoon,16,B,UCCLE-STALLE,101.820512821
Afternoon,16,B,UCCLE SPORT,128.142335766
Afternoon,16,B,UCCLE CALEVOET,138.978151261
Afternoon,16,B,TWYENINCK,94.612449799
Afternoon,16,B,TWEE LEEUWENWEG,143.621739130
Afternoon,16,B,TRONE,85.146437346
Afternoon,16,B,TROIS PERTUIS,120.148648649
Afternoon,16,B,TRITOMAS,143.317073171
Afternoon,16,B,TRINITE,127.919847328
Afternoon,16,B,TRIANGLE,176.140065147
Afternoon,16,B,TREVES,123.708592777
Afternoon,16,B,TREURENBERG,110.629132231
Afternoon,16,B,TREFLES,162.843930636
Afternoon,16,B,TRASSERSWEG,83.458333333
Afternoon,16,B,TRANSVAAL,131.764199656
Afternoon,16,B,TOURNOI,89.838888889
Afternoon,16,B,TOUR ET TAXIS,101.831485588
Afternoon,16,B,TOULOUSE,127.726950355
Afternoon,16,B,TOMBERG,94.273885350
Afternoon,16,B,TIMMERMANS,104.761627907
Afternoon,16,B,THYS,78.325757576
Afternoon,16,B,THYM,103.566604128
Afternoon,16,B,THUMAS,73.882352941
Afternoon,16,B,THIRY-WOLUWE,128.584951456
Afternoon,16,B,THIEFFRY,126.227642276
Afternoon,16,B,TERDELT,92.644155844
Afternoon,16,B,TERCOIGNE,93.193877551
Afternoon,16,B,TAMARIS,92.101777060
Afternoon,16,B,SUEDE,107.476190476
Afternoon,16,B,STRATEGIE,87.479274611
Afternoon,16,B,STOCKEL,161.372013652
Afternoon,16,B,STIJN STREUVELS,198.271739130
Afternoon,16,B,STIENON,126.391061453
Afternoon,16,B,STEURS,118.589743590
Afternoon,16,B,STEPHENSON,119.177676538
Afternoon,16,B,STATUAIRES,128.184016824
Afternoon,16,B,STATION LOT,91.695121951
Afternoon,16,B,STADE FALLON,88.972332016
Afternoon,16,B,SQ. DU CENTENAIRE,122.013363029
Afternoon,16,B,SPORTCENTRUM,124.183760684
Afternoon,16,B,SPEECKAERT,85.006472492
Afternoon,16,B,SORENSEN,95.708474576
Afternoon,16,B,SLEGERS,91.967741935
Afternoon,16,B,SIPPELBERG,85.435393258
Afternoon,16,B,SIMPSON,98.966049383
Afternoon,16,B,SIMONIS,93.140606061
Afternoon,16,B,SIBELIUS,48.448770492
Afternoon,16,B,SERRES ROYALES,112.502415459
Afternoon,16,B,SERBIE,106.256513026
Afternoon,16,B,SEPT ETOILES,75.653061224
Afternoon,16,B,SCIENCE,88.024204703
Afternoon,16,B,SCHWEITZER,119.067796610
Afternoon,16,B,SCHUMAN,136.275523560
Afternoon,16,B,SCHOONEJANS,140.883177570
Afternoon,16,B,SCHOLA EUROPEA,115.710280374
Afternoon,16,B,SCHEUT,103.281191806
Afternoon,16,B,SCHERDEMAEL,46.787081340
Afternoon,16,B,SCHAERBEEK GARE,98.755102041
Afternoon,16,B,SAVONNERIE,136.182608696
Afternoon,16,B,SAINTE-FAMILLE,134.789173789
Afternoon,16,B,SAINTE-ANNE,97.022922636
Afternoon,16,B,SAINTE-ALLIANCE,174.129353234
Afternoon,16,B,SAINTE-ALIX,121.872909699
Afternoon,16,B,SAINT-VINCENT,98.433234421
Afternoon,16,B,SAINT-LOUIS,141.070967742
Afternoon,16,B,SAINT-JOSSE,95.891290111
Afternoon,16,B,SAINT-GUIDON,84.527372263
Afternoon,16,B,SAINT-GERY,123.383177570
Afternoon,16,B,SAINT-DENIS,137.742171190
Afternoon,16,B,SAINT-ANTOINE,94.172185430
Afternoon,16,B,SACRE-COEUR,132.575129534
Afternoon,16,B,SABCA,163.967320261
Afternoon,16,B,RUISBROEK CENTRUM,122.620895522
Afternoon,16,B,RUE TRAVERSIERE,146.023622047
Afternoon,16,B,RUE LONGUE,116.045454545
Afternoon,16,B,RUE DE L'OBUS,94.961403509
Afternoon,16,B,RUE AU BOIS,115.541538462
Afternoon,16,B,RTL HOUSE,151.401898734
Afternoon,16,B,ROYALE,75.866598431
Afternoon,16,B,ROUPPE,159.568965517
Afternoon,16,B,ROUGE-CLOITRE,72.533333333
Afternoon,16,B,ROSA PARKS,101.882
Afternoon,16,B,ROOSENDAEL,90
Afternoon,16,B,ROODENBERG,113.166666667
Afternoon,16,B,ROODEBEEK,76.165876777
Afternoon,16,B,RONCES,163.576923077
Afternoon,16,B,ROI VAINQUEUR,113.273127753
Afternoon,16,B,ROI BAUDOUIN,110.754491018
Afternoon,16,B,ROGIER,137.679874870
Afternoon,16,B,RODIN,65.932394366
Afternoon,16,B,ROCHEFORT,102.435344828
Afternoon,16,B,RIVE GAUCHE,124.686956522
Afternoon,16,B,RIVE DROITE,130.505747126
Afternoon,16,B,RITTWEGER,142.844911147
Afternoon,16,B,RING 0,164.775280899
Afternoon,16,B,RIETHUISEN,105.525650035
Afternoon,16,B,RIBAUCOURT,117.318681319
Afternoon,16,B,RESISTANCE,81.632291667
Afternoon,16,B,RENIERS,138.666666667
Afternoon,16,B,RENE HENRY,131.131410256
Afternoon,16,B,RENE GOBERT,73
Afternoon,16,B,RELAIS,79.043478261
Afternoon,16,B,REINE ASTRID,180.859813084
Afternoon,16,B,RAMIER,86.892857143
Afternoon,16,B,RADIUM,95.505668934
Afternoon,16,B,RACING,170.877419355
Afternoon,16,B,QUETELET,74.794561934
Afternoon,16,B,QUATRE-VENTS,114.245535714
Afternoon,16,B,QUART.ST-BONIFACE,83.863150868
Afternoon,16,B,PTE D'ANDERLECHT,58.434285714
Afternoon,16,B,PRISON,114.320675105
Afternoon,16,B,PRINCE LEOPOLD,114.828025478
Afternoon,16,B,PRINCE DE LIEGE,94.903716216
Afternoon,16,B,PRINCE D'ORANGE,171.619863014
Afternoon,16,B,PRINC. ELISABETH,136.352530541
Afternoon,16,B,PRESSE,101.389660494
Afternoon,16,B,PRES COMMUNS,110.846858639
Afternoon,16,B,POUCHKINE,115.696347032
Afternoon,16,B,PORTE DE NINOVE,172.623188406
Afternoon,16,B,PORTE DE NAMUR,99.442255229
Afternoon,16,B,PORTE DE HAL,118.0625
Afternoon,16,B,PORTE DE FLANDRE,172.327433628
Afternoon,16,B,PONT ALBERT,133.686813187
Afternoon,16,B,POMMIER,96.706855792
Afternoon,16,B,POGGE,182.474874372
Afternoon,16,B,POELAERT,164.714285714
Afternoon,16,B,PLEIADES,113.909292035
Afternoon,16,B,PLASKY,98.506108202
Afternoon,16,B,PLAINE DES SPORTS,191.423076923
Afternoon,16,B,PLACE V. HORTA,51.363636364
Afternoon,16,B,PLACE SAINT-JOB,159.589974293
Afternoon,16,B,PICARDIE,102.0625
Afternoon,16,B,PICARD,133.211764706
Afternoon,16,B,PEYO,164.439330544
Afternoon,16,B,PEUPLIERS,74.740395809
Afternoon,16,B,PETITE ILE,103.640350877
Afternoon,16,B,PETIT SABLON,103.319109462
Afternoon,16,B,PETERBOS,92.210755814
Afternoon,16,B,PETER BENOIT,114.035682426
Afternoon,16,B,PERMEKE,121.418047882
Afternoon,16,B,PECHERIES,139.12
Afternoon,16,B,PEAGE,93.826186830
Afternoon,16,B,PAVILLONS MEUDON,112.512396694
Afternoon,16,B,PAVILLON,112.585561497
Afternoon,16,B,PAULSEN,83.949735450
Afternoon,16,B,PAUL LEDUC,119.212481426
Afternoon,16,B,PATTON,103.118210863
Afternoon,16,B,PATRIE,96.591522158
Afternoon,16,B,PATHE,155.026666667
Afternoon,16,B,PASTEUR,158.398230088
Afternoon,16,B,PARC MONNET,84.048746518
Afternoon,16,B,PARC MALOU,89.046296296
Afternoon,16,B,PARC LEOPOLD,119.740549828
Afternoon,16,B,PARC ELISABETH,107.319463087
Afternoon,16,B,PAPENKASTEEL,181.674157303
Afternoon,16,B,PAMPOEL,141.143396226
Afternoon,16,B,PALFIJN,111.341013825
Afternoon,16,B,PALAIS 12,131.131832797
Afternoon,16,B,PAIX,112.055555556
Afternoon,16,B,PAGODES,130.721481481
Afternoon,16,B,PADUWA,88.009393681
Afternoon,16,B,PADDOCK,142.482084691
Afternoon,16,B,OUD KAPELLEKE,131.542145594
Afternoon,16,B,OSSEGHEM,107.795857988
Afternoon,16,B,ORBAN,116.662234043
Afternoon,16,B,OPTIMISME,87.260204082
Afternoon,16,B,OPPEM,71.714285714
Afternoon,16,B,OPALE,113.160984848
Afternoon,16,B,ONZE NOVEMBRE,97.934010152
Afternoon,16,B,OCEAN ATLANTIQUE,110.123456790
Afternoon,16,B,OBSERVATOIRE,106.450043440
Afternoon,16,B,NOTRE-DAME,87.018965517
Afternoon,16,B,NICOLAY,69.468992248
Afternoon,16,B,NEUBERGER,85.368852459
Afternoon,16,B,NERVIENS,114.815359477
Afternoon,16,B,NEREUS,99.819517314
Afternoon,16,B,NEKKERSDAL,130.926027397
Afternoon,16,B,NEERSTALLE,130.349794239
Afternoon,16,B,NEERPEDE,44.895833333
Afternoon,16,B,NATATION,114.831967213
Afternoon,16,B,NAPOLEON,164.789699571
Afternoon,16,B,MYSTERE,90.845968712
Afternoon,16,B,MUSEUM,91.369062901
Afternoon,16,B,MUSEE DU TRAM,117.364238411
Afternoon,16,B,MUSEE D'IXELLES,70.723296033
Afternoon,16,B,MOZART,142.864628821
Afternoon,16,B,MOUNIER,195.375
Afternoon,16,B,MOUETTES,116.76
Afternoon,16,B,MOSTINCK,109.853932584
Afternoon,16,B,MOORTEBEEK,36.536324786
Afternoon,16,B,MOONENS,106.627049180
Afternoon,16,B,MONTJOIE,74.938618926
Afternoon,16,B,MONTGOMERY,114.703703704
Afternoon,16,B,MONTANA,140.492424242
Afternoon,16,B,MONTALD,115.676470588
Afternoon,16,B,MONT KEMMEL,82.716312057
Afternoon,16,B,MONNOYER,147.316384181
Afternoon,16,B,MOMMAERTS,156.683823529
Afternoon,16,B,MOLIERE-LONGCHAMP,99.456839309
Afternoon,16,B,MOENSBERG GARE,170.104477612
Afternoon,16,B,MIROIR,96.880228137
Afternoon,16,B,MIRAVAL,115.285714286
Afternoon,16,B,MINNEMOLEN,130.758139535
Afternoon,16,B,MIDDELWEG,144.995238095
Afternoon,16,B,MICHIELS,122.636363636
Afternoon,16,B,MICHEL-ANGE,140.017391304
Afternoon,16,B,MEYLEMEERSCH,170.08
Afternoon,16,B,MEUDON,123.325254105
Afternoon,16,B,MERTENS,109.805429864
Afternoon,16,B,MERODE,116.742683600
Afternoon,16,B,MERCURE,150.028239203
Afternoon,16,B,MERCHTEM,105.357142857
Afternoon,16,B,MERCATOR,127.326153846
Afternoon,16,B,MELARD,93.365758755
Afternoon,16,B,MEISER,122.717013889
Afternoon,16,B,MEIR,71.596385542
Afternoon,16,B,MAX-PLASKY,91.685714286
Afternoon,16,B,MAX WALLER,134.502415459
Afternoon,16,B,MATISSE,67.675675676
Afternoon,16,B,MASUI,113.026058632
Afternoon,16,B,MARTIN LUTH. KING,154.554744526
Afternoon,16,B,MARMOTTE,188.140625
Afternoon,16,B,MARLY,104.140939597
Afternoon,16,B,MARIE-CHRISTINE,147.077611940
Afternoon,16,B,MARIE DEPAGE,172.195718654
Afternoon,16,B,MARIE CURIE,168.129629630
Afternoon,16,B,MARICOLLES,96.424870466
Afternoon,16,B,MARGUERITE,82.557575758
Afternoon,16,B,MAREYDE,115.101754386
Afternoon,16,B,MARCEL THIRY,91.836661912
Afternoon,16,B,MANOIR D'ANJOU,107.6
Afternoon,16,B,MANNEKEN-PIS,173.921259843
Afternoon,16,B,MALIBRAN,107.987582781
Afternoon,16,B,MAISON D'ERASME,91.458563536
Afternoon,16,B,MAI,89.286821705
Afternoon,16,B,MAES,108.123791103
Afternoon,16,B,MAELBEEK,112.168831169
Afternoon,16,B,MADOU,94.799595142
Afternoon,16,B,MACHTENS,74.018798529
Afternoon,16,B,MA CAMPAGNE,119.218439716
Afternoon,16,B,LUXEMBOURG,115.646389994
Afternoon,16,B,LUTHER,214.201612903
Afternoon,16,B,LOYAUTE,104.742857143
Afternoon,16,B,LOWET,87.830282862
Afternoon,16,B,LOUTRIER,137.024038462
Afternoon,16,B,LOUISE,194.336483932
Afternoon,16,B,LOUIS MARCELIS,162.272727273
Afternoon,16,B,LOUIS HAP,110.45
Afternoon,16,B,LOUIS BERTRAND,97.518358531
Afternoon,16,B,LOT STATION,72.725423729
Afternoon,16,B,LORGE,130
Afternoon,16,B,LONGCHAMP,74.511244378
Afternoon,16,B,LONG-CHENE,150.352941176
Afternoon,16,B,LONG BONNIER,132.664626683
Afternoon,16,B,LOISIRS,106.356944444
Afternoon,16,B,LIVINGSTONE,103.995762712
Afternoon,16,B,LIVERPOOL,63.903465347
Afternoon,16,B,LIBERTE,81.697530864
Afternoon,16,B,LEVURE,125.578616352
Afternoon,16,B,LEVIE,95.421153846
Afternoon,16,B,LES 3 TILLEULS,86.262569832
Afternoon,16,B,LEROY,94.032810271
Afternoon,16,B,LEPOUTRE,142.709606987
Afternoon,16,B,LEOPOLD III,86.426470588
Afternoon,16,B,LEOPOLD I,113.079685746
Afternoon,16,B,LENNEKE MARE,107.033582090
Afternoon,16,B,LEMAN,107.695979899
Afternoon,16,B,LEKAERTS,75.414893617
Afternoon,16,B,LE ROUX,110.445544554
Afternoon,16,B,LATINIS,87.212025316
Afternoon,16,B,LANGEVELD,119.685714286
Afternoon,16,B,LAINE,89.668888889
Afternoon,16,B,LABEUR,148.360655738
Afternoon,16,B,LA CHASSE,90.2
Afternoon,16,B,KURTH,99.119592875
Afternoon,16,B,KRUIPWEG,110.701846966
Afternoon,16,B,KRAAINEM-SHOPPING,179.736842105
Afternoon,16,B,KRAAINEM,94.911610487
Afternoon,16,B,KONKEL,75.994002999
Afternoon,16,B,KEYM,103.671821306
Afternoon,16,B,KERK VILVOORDE,142.035143770
Afternoon,16,B,KERK RUISBROEK,121.541195477
Afternoon,16,B,KELLE,110.626198083
Afternoon,16,B,KATTENBERG,162.404494382
Afternoon,16,B,KARREVELD,102.067226891
Afternoon,16,B,KAREL BOGAERD,108.450676983
Afternoon,16,B,KAPEL RUISBROEK,118.820945946
Afternoon,16,B,JUPITER,89.387464387
Afternoon,16,B,JULES CESAR,91.301369863
Afternoon,16,B,JULES BORDET,108.547425474
Afternoon,16,B,JOURDAN,115.716097561
Afternoon,16,B,JOSEPH BAECK,82.919354839
Afternoon,16,B,JOSAPHAT,83.245714286
Afternoon,16,B,JORDAEN,165.619047619
Afternoon,16,B,JEU DE BALLE,128.877750611
Afternoon,16,B,JESPERS,81.044742729
Afternoon,16,B,JEANNE HERREMAN,128.801401869
Afternoon,16,B,JEANNE,60.636531365
Afternoon,16,B,JARDIN MASSART,94.944444444
Afternoon,16,B,JAMBLINNE DE MEUX,123.545683680
Afternoon,16,B,JAKOB SMITS,86.253041363
Afternoon,16,B,JACQUES BREL,111.654822335
Afternoon,16,B,JACOBS FONTAINE,110.595394737
Afternoon,16,B,INVALIDES,202.409836066
Afternoon,16,B,INTERNATIONAL,133.503649635
Afternoon,16,B,INTERNAT. SCHOOL,147.864197531
Afternoon,16,B,IMPRIMERIE,111.262068966
Afternoon,16,B,ILE SAINTE-HELENE,99.929008568
Afternoon,16,B,IDALIE,82.464901478
Afternoon,16,B,ICHEC,118.337984496
Afternoon,16,B,HYMANS,85.083333333
Afternoon,16,B,HUNDERENVELD,88.404612159
Afternoon,16,B,HUMANITE,53.785714286
Afternoon,16,B,HUIT HEURES,92.042553191
Afternoon,16,B,HUART-HAMOIR,97.933566434
Afternoon,16,B,HOUZEAU,142.299145299
Afternoon,16,B,HOUWAERT,126.801822323
Afternoon,16,B,HOSPICES,140.164983165
Afternoon,16,B,HOPITAL BRUGMANN,122.111111111
Afternoon,16,B,HOPITAL BRACOPS,79.192714454
Afternoon,16,B,HOP.STE-ELISABETH,148.820652174
Afternoon,16,B,HOP. SAINT-PIERRE,128.576923077
Afternoon,16,B,HOP. MILITAIRE,88.765228426
Afternoon,16,B,HOP. ETT.-IXELLES,72.897435897
Afternoon,16,B,HOP. DES ENFANTS,115.553719008
Afternoon,16,B,HOOGBOSCH,101.201438849
Afternoon,16,B,HOMBORCH,154.229850746
Afternoon,16,B,HOF TER MUSSCHEN,153.665680473
Afternoon,16,B,HOF TEN BERG,43.194319880
Afternoon,16,B,HOEDEMAEKERS,106.878163074
Afternoon,16,B,HIPPODROME,49.083333333
Afternoon,16,B,HEYSEL,113.157393851
Afternoon,16,B,HEYDENBERG,100.035989717
Afternoon,16,B,HET VEROOST,89.167095116
Afternoon,16,B,HERRMANN-DEBROUX,132.618925831
Afternoon,16,B,HEROS,129.739079563
Afternoon,16,B,HERNALSTEEN,191.590909091
Afternoon,16,B,HERMES,110.756756757
